任务id,任务名,主线/支线,对话/打怪/掉落/寻物,等级限制,前置任务ID,后置任务ID,可完成次数,任务内容,任务目标,任务目标数量,任务简介,任务说明,说明脚本,接任务追踪,追踪脚本,未完成说明,追踪脚本,已完成追踪,追踪脚本,接任务NPC,还任务NPC,接任务脚本,还任务脚本,接任务对话,还任务对话,未完成对话,经验,阅历,索尼,物品,怪物组Id和掉落机率,guideDoing,guideDoingScript,guideComplete,guideCompleteScript,完成任务等级限制,章节,特殊任务类型枚举
99,复活波拉,1,1,1,98,100,1,与龟仙人对话,0,1,与龟仙人对话,与|龟仙人^对话,clickNPC|NPC20@map7,去找|水晶婆婆^领取任务,clickNPC|NPC20@map7,[主]复活波拉<br/>与|龟仙人^对话,clickNPC|NPC19@map7,[主]复活波拉<br/>去找|龟仙人^完成任务,clickNPC|NPC19@map7,NPC20@map7,NPC19@map7,clickNPC|NPC19@map7,clickNPC|NPC19@map7,龙珠集齐了，你和小悟空开始复活乌巴的父亲吧。|好的。^接任务|[接受]复活波拉,武道会已经改为一年一届，我很期待你在武道会上的表现。|这次我一定会拿下冠军。^还任务|[完成]复活波拉,我没什么能帮你的了，你走吧。|好的。^进行中|[进行中]复活波拉,324250,108070,28600,0,,与|龟仙人^对话,clickNPC|NPC20@map7,去找|龟仙人^完成任务,clickNPC|NPC19@map7,1,6,-1
100,准备武道会,1,1,61,99,101,1,与龟仙人对话,0,1,与龟仙人对话,与|龟仙人^对话,clickNPC|NPC19@map7,去找|龟仙人^领取任务,clickNPC|NPC19@map7,[主]准备武道会<br/>与|龟仙人^对话,clickNPC|NPC21@map8,[主]准备武道会<br/>去找|龟仙人^完成任务,clickNPC|NPC21@map8,NPC19@map7,NPC21@map8,clickNPC|NPC21@map8,clickNPC|NPC21@map8,23届武道会，我很期待你的表现。或许你已经超越我了。|我不会让师傅失望的。^接任务|[接受]准备武道会,完成报名，现在准备进入初赛。|明白。^还任务|[完成]准备武道会,要在报名时间截止前报名。|明白。^进行中|[进行中]准备武道会,324250,108070,28600,0,,与|龟仙人^对话,clickNPC|NPC19@map7,去找|龟仙人^完成任务,clickNPC|NPC21@map8,1,6,-1
101,第一场比武,1,2,1,100,102,1,击败莫西干头男,286,1,击败莫西干头男,击败|莫西干头男^,openFB|7@18@286@286@6,去找|龟仙人^领取任务,clickNPC|NPC21@map8,[主]第一场比武<br/>击败|莫西干头男^({0}/{1}),openFB|7@18@286@286@6,[主]第一场比武<br/>去找|龟仙人^完成任务,clickNPC|NPC21@map8,NPC21@map8,NPC21@map8,"openFB|7@18@286@286@6,addSection(283)",clickNPC|NPC21@map8,你的第一个对手是个莫西干头男，看上去不怎么厉害，你去吧。|好的。^接任务|[接受]第一场比武,不错，你能轻松取胜，证明你的实力又大有进步。|我一直都在修行，没有偷懒。^还任务|[完成]第一场比武,就当热身吧，初赛没有值得注意的对手。|我会把精力放在决赛。^进行中|[进行中]第一场比武,324250,108070,28600,0,,击败|莫西干头男^,openFB|7@18@286@286@6,去找|龟仙人^完成任务,clickNPC|NPC21@map8,1,7,-1
102,牛刀小试,1,2,1,101,103,1,击败壮汉,290,1,击败壮汉,击败|壮汉^,openFB|7@18@290@290@6,去找|龟仙人^领取任务,clickNPC|NPC21@map8,[主]牛刀小试<br/>击败|壮汉^({0}/{1}),openFB|7@18@290@290@6,[主]牛刀小试<br/>去找|龟仙人^完成任务,clickNPC|NPC21@map8,NPC21@map8,NPC21@map8,"openFB|7@18@290@290@6,addSection(287)",clickNPC|NPC21@map8,下面的对手也很简单，但不要大意。|明白。^接任务|[接受]牛刀小试,很好，这么简单的比赛你应该获胜。|是的。^还任务|[完成]牛刀小试,每一场都毫不松懈，很好。|这些都是师傅平时的教导。^进行中|[进行中]牛刀小试,324250,108070,28600,0,,击败|壮汉^,openFB|7@18@290@290@6,去找|龟仙人^完成任务,clickNPC|NPC21@map8,1,7,-1
103,往届冠军,1,2,1,102,104,1,击败潘普特,294,1,击败潘普特,击败|潘普特^,openFB|7@18@294@294@6,去找|龟仙人^领取任务,clickNPC|NPC21@map8,[主]往届冠军<br/>击败|潘普特^({0}/{1}),openFB|7@18@294@294@6,[主]往届冠军<br/>去找|龟仙人^完成任务,clickNPC|NPC21@map8,NPC21@map8,NPC21@map8,"openFB|7@18@294@294@6,addSection(291)",clickNPC|NPC21@map8,你的下一个对手人称天才武术家，不过我相信你可以胜利的。|我有信心击败他。^接任务|[接受]往届冠军,这届的比赛的水平已经远远超过往届了。|是的。^还任务|[完成]往届冠军,虽然号称天才，但我更看好你。|我也相信自己。^进行中|[进行中]往届冠军,324250,108070,28600,0,,击败|潘普特^,openFB|7@18@294@294@6,去找|龟仙人^完成任务,clickNPC|NPC21@map8,1,7,-1
104,恐怖的柴巴王,1,2,1,103,105,1,击败柴巴王,298,1,击败柴巴王,击败|柴巴王^,openFB|7@18@298@298@6,去找|龟仙人^领取任务,clickNPC|NPC21@map8,[主]恐怖的柴巴王<br/>击败|柴巴王^({0}/{1}),openFB|7@18@298@298@6,[主]恐怖的柴巴王<br/>去找|龟仙人^完成任务,clickNPC|NPC21@map8,NPC21@map8,NPC21@map8,"openFB|7@18@298@298@6,addSection(295)",clickNPC|NPC21@map8,下个对手是柴巴王，他是这届武道大会夺冠热门人选。不要太轻敌了。|放心好了，我会小心应付的。^接任务|[接受]恐怖的柴巴王,又是轻松获胜，现在仅仅是超越常人水平的对手已经无法战胜你了。|但是能够超越我的人还有很多，我的努力还不够。^还任务|[完成]恐怖的柴巴王,不要有压力。|我用平常心应对。^进行中|[进行中]恐怖的柴巴王,324250,108070,28600,0,,击败|柴巴王^,openFB|7@18@298@298@6,去找|龟仙人^完成任务,clickNPC|NPC21@map8,1,7,-1
105,进入决赛,1,2,1,104,106,1,击败男狼,302,1,击败男狼,击败|男狼^,openFB|7@18@302@302@6,去找|龟仙人^领取任务,clickNPC|NPC21@map8,[主]进入决赛<br/>击败|男狼^({0}/{1}),openFB|7@18@302@302@6,[主]进入决赛<br/>去找|龟仙人^完成任务,clickNPC|NPC21@map8,NPC21@map8,NPC21@map8,"openFB|7@18@302@302@6,addSection(299)",clickNPC|NPC21@map8,击败这个选手，你就可以进入决赛圈了。|这之后才是真正的比赛。^接任务|[接受]进入决赛,很好，的确进入决赛圈对你来说是很轻松的一件事。|现在比赛真正开始。^还任务|[完成]进入决赛,这是热身的最后一场，不要让我失望。|好的。^进行中|[进行中]进入决赛,324250,108070,28600,0,,击败|男狼^,openFB|7@18@302@302@6,去找|龟仙人^完成任务,clickNPC|NPC21@map8,1,7,-1
106,决赛抽签,1,1,63,105,107,1,与裁判对话,0,1,与裁判对话,与|裁判^对话,clickNPC|NPC21@map8,去找|龟仙人^领取任务,clickNPC|NPC21@map8,[主]决赛抽签<br/>与|裁判^对话,clickNPC|NPC22@map8,[主]决赛抽签<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC21@map8,NPC22@map8,clickNPC|NPC22@map8,clickNPC|NPC22@map8,由裁判抽签确定对手，现在开始要小心应对。|希望能抽到厉害的对手。我已经迫不及待了。^接任务|[接受]决赛抽签,恭喜你进入决赛圈，现在我们马上抽签。|好的。^还任务|[完成]决赛抽签,时间快到了，快进去。|师傅到看台上欣赏我的表演吧。^进行中|[进行中]决赛抽签,324250,108070,28600,0,,与|裁判^对话,clickNPC|NPC21@map8,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
107,决赛开始,1,2,1,106,108,1,击败乐平,306,1,击败乐平,击败|乐平^,openFB|7@19@306@306@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[主]决赛开始<br/>击败|乐平^({0}/{1}),openFB|7@19@306@306@6,[主]决赛开始<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,"openFB|7@19@306@306@6,addSection(303)",clickNPC|NPC22@map8,第一场比赛是你的老对手乐平，这次你也能轻松获胜吧。|乐平也拜入龟仙人门下修行，他成长了多少我也不清楚。^接任务|[接受]决赛开始,还是你技高一筹。|乐平的力量很强，不过多余的动作还是太多。^还任务|[完成]决赛开始,上场吧，乐平已经准备好了。|马上就去。^进行中|[进行中]决赛开始,324250,108070,28600,0,,击败|乐平^,openFB|7@19@306@306@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
108,再遇秦龙,1,2,1,107,109,1,击败秦龙,310,1,击败秦龙,击败|秦龙^,openFB|7@19@310@310@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[主]再遇秦龙<br/>击败|秦龙^({0}/{1}),openFB|7@19@310@310@6,[主]再遇秦龙<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,"openFB|7@19@310@310@6,addSection(307)",clickNPC|NPC22@map8,没想到上届的决赛对手这么快就相遇了，可惜这样的精彩对决不能成为压轴大戏。|对于真正的武者，遇到好的对手不需要挑时间。^接任务|[接受]再遇秦龙,秦龙先生这么快就落败，你的成长太令人震惊了。|不，是秦龙先生故意谦让我，他还没有尽全力。^还任务|[完成]再遇秦龙,这场是所有观众最期待的比赛，希望你们不会让大家失望。|不会的，我一定全力以赴。^进行中|[进行中]再遇秦龙,324250,108070,28600,0,,击败|秦龙^,openFB|7@19@310@310@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
1021,武道会决赛的历练1,2,2,1,108,0,1,击败秦龙,310,5,击败秦龙,击败|秦龙^,openFB|7@19@310@310@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[支]武道会决赛的历练1<br/>击败|秦龙^({0}/{1}),openFB|7@19@310@310@6,[支]武道会决赛的历练1<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,,clickNPC|NPC22@map8,观众们对你和秦龙这么早相遇感到十分遗憾，组委会希望你们能够再为观众举行一场表演赛。|秦先生是真正的武者，能够再次交手是我的荣幸。^接任务|[接受]武道会决赛的历练1,真是太精彩了，虽然不是正式比赛，但是你们的表现依然可圈可点。|能与秦龙交手我也感到很荣幸。^还任务|[完成]武道会决赛的历练1,秦龙先生已经准备好了。|嗯，又能跟秦龙先生交手我很兴奋。^进行中|[进行中]武道会决赛的历练1,324250,108070,28600,0,,击败|秦龙^,openFB|7@19@310@310@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
109,鹤仙人的徒弟,1,2,1,108,110,1,击败饺子,314,1,击败饺子,击败|饺子^,openFB|7@19@314@314@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[主]鹤仙人的徒弟<br/>击败|饺子^({0}/{1}),openFB|7@19@314@314@6,[主]鹤仙人的徒弟<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,"openFB|7@19@314@314@6,addSection(311)",clickNPC|NPC22@map8,这个是首次参加比赛的饺子，虽然个子不大，但是感觉很强大。|比赛过才知道谁更强大。^接任务|[接受]鹤仙人的徒弟,饺子的超能力出乎意料，不过你居然抓住了他算术不好的弱点获得胜利。|侥幸而已。^还任务|[完成]鹤仙人的徒弟,赶快去吧。|好的。^进行中|[进行中]鹤仙人的徒弟,351250,117070,30000,0,,击败|饺子^,openFB|7@19@314@314@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
1022,武道会决赛的历练2,2,2,1,109,0,1,击败饺子,314,5,击败饺子,击败|饺子^,openFB|7@19@314@314@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[支]武道会决赛的历练2<br/>击败|饺子^({0}/{1}),openFB|7@19@314@314@6,[支]武道会决赛的历练2<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,,clickNPC|NPC22@map8,饺子选手向武道会组委会提出抗议，你使用非武技的手段赢得比赛，他要求再比一次。|我接受他的挑战，同样的招数不会奏效第二次。^接任务|[接受]武道会决赛的历练2,真是太厉害了，只交手一次你就找到了饺子真正的弱点。|他的超能力虽然厉害但是武技太弱，打败他并不难。^还任务|[完成]武道会决赛的历练2,饺子跃跃欲试，你有把握吗？|我有必胜的信心。^进行中|[进行中]武道会决赛的历练2,351250,117070,30000,0,,击败|饺子^,openFB|7@19@314@314@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
110,同门对决,1,2,1,109,111,1,击败小林,318,1,击败小林,击败|小林^,openFB|7@19@318@318@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[主]同门对决<br/>击败|小林^({0}/{1}),openFB|7@19@318@318@6,[主]同门对决<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,"openFB|7@19@318@318@6,addSection(315)",clickNPC|NPC22@map8,又是同门之间的比赛，你要小心了。|小林一直是我敬畏的对手。^接任务|[接受]同门对决,恭喜你，胜利了。|虽然赢了，但是小林的进步令我惊讶。^还任务|[完成]同门对决,还在干什么呢？|我这就去。^进行中|[进行中]同门对决,351250,117070,30000,0,,击败|小林^,openFB|7@19@318@318@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
1023,武道会决赛的历练3,2,2,1,110,0,1,击败小林,318,5,击败小林,击败|小林^,openFB|7@19@318@318@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[支]武道会决赛的历练3<br/>击败|小林^({0}/{1}),openFB|7@19@318@318@6,[支]武道会决赛的历练3<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,,clickNPC|NPC22@map8,身为同门，你和小林谁的实力更强备受关注。观众希望你们能够进行一次正式的切磋。|没有问题，我和小林都求之不得。^接任务|[接受]武道会决赛的历练3,你果然比小林厉害，想必大家都已经猜到了吧。|不，小林的实力一点也不弱，只是还缺少实战经验。^还任务|[完成]武道会决赛的历练3,大家都猜测你比小林厉害。|胜负不重要，重要的是突破自己的极限。^进行中|[进行中]武道会决赛的历练3,351250,117070,30000,0,,击败|小林^,openFB|7@19@318@318@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
111,阴险的鹤仙人,1,2,1,110,112,1,击败鹤仙人,322,1,击败鹤仙人,击败|鹤仙人^,openFB|7@19@322@322@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[主]阴险的鹤仙人<br/>击败|鹤仙人^({0}/{1}),openFB|7@19@322@322@6,[主]阴险的鹤仙人<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,"openFB|7@19@322@322@6,addSection(319)",clickNPC|NPC22@map8,你的对手是龟仙人的师弟鹤仙人。他不仅武技高超，而且有独门秘术舞空术。|他是武者中的败类，我要替武天老师教训他。^接任务|[接受]阴险的鹤仙人,老一辈的高手都已经是你的手下败将，从现在开始是你们年轻人的舞台。|武道没有老幼之分，任何人都有不断成长的可能。^还任务|[完成]阴险的鹤仙人,龟仙流与鹤仙流一向被武者们津津乐道，今天是不是一个了断呢？|鹤仙流不配称为武者。^进行中|[进行中]阴险的鹤仙人,351250,117070,30000,0,,击败|鹤仙人^,openFB|7@19@322@322@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
1024,武道会决赛的历练4,2,2,1,111,0,1,击败鹤仙人,322,5,击败鹤仙人,击败|鹤仙人^,openFB|7@19@322@322@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[支]武道会决赛的历练4<br/>击败|鹤仙人^({0}/{1}),openFB|7@19@322@322@6,[支]武道会决赛的历练4<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,,clickNPC|NPC22@map8,不好了，被打败的鹤仙人恼羞成怒正在大闹武道会场。|这个败类，我去收拾他。^接任务|[接受]武道会决赛的历练4,下面的比赛很重要，你需要先休息一下吗？|不必了，我只会越战越强。^还任务|[完成]武道会决赛的历练4,鹤仙人快把比武场给拆了，你快去阻止他。|放心好了，我不会让他中断比赛的。^进行中|[进行中]武道会决赛的历练4,351250,117070,30000,0,,击败|鹤仙人^,openFB|7@19@322@322@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
112,与小悟空的对决,1,2,1,111,113,1,击败小悟空,326,1,击败小悟空,击败|小悟空^,openFB|7@19@326@326@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[主]与小悟空的对决<br/>击败|小悟空^({0}/{1}),openFB|7@19@326@326@6,[主]与小悟空的对决<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,"openFB|7@19@326@326@6,addSection(323)",clickNPC|NPC22@map8,下位选手是你的老搭档，不知道这次你们谁会获胜。|我们都不会放弃的。^接任务|[接受]与小悟空的对决,没想到你依旧获得了胜利。|这是武者求胜的信念。^还任务|[完成]与小悟空的对决,你们之间只能有一个胜者。|我知道的。^进行中|[进行中]与小悟空的对决,351250,117070,30000,0,,击败|小悟空^,openFB|7@19@326@326@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
1025,武道会决赛的历练5,2,2,1,112,0,1,击败小悟空,326,5,击败小悟空,击败|小悟空^,openFB|7@19@326@326@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[支]武道会决赛的历练5<br/>击败|小悟空^({0}/{1}),openFB|7@19@326@326@6,[支]武道会决赛的历练5<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,,clickNPC|NPC22@map8,孙悟空选手说他刚才没有吃饱，比得不够尽兴，想要再比过。|好吧，我也想畅快的打一场。^接任务|[接受]武道会决赛的历练5,孙悟空选手再度落败，我想本届武道会的冠军非你莫属。|没有比过谁也不知道结果，不过我志在必得。^还任务|[完成]武道会决赛的历练5,孙选手已经吃完五十人份的大餐，你可以上场了。|估计武道会冠军奖金还不够他吃的吧。^进行中|[进行中]武道会决赛的历练5,351250,117070,30000,0,,击败|小悟空^,openFB|7@19@326@326@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
113,恐怖的天津饭,1,2,1,112,114,1,与天津饭战斗坚持5回合,330,1,与天津饭战斗坚持5回合,与|天津饭^战斗坚持5回合,openFB|7@19@330@330@6,去找|裁判^领取任务,clickNPC|NPC22@map8,[主]恐怖的天津饭<br/>与|天津饭^战斗坚持5回合({0}/{1}),openFB|7@19@330@330@6,[主]恐怖的天津饭<br/>去找|裁判^完成任务,clickNPC|NPC22@map8,NPC22@map8,NPC22@map8,"openFB|7@19@330@330@6,addSection(327)",clickNPC|NPC22@map8,天津饭是鹤仙人最杰出的弟子。这一场不仅是武道会的决赛，也将是龟仙流与鹤仙流二代弟子最强对决。|呼，这只是武者间单纯的比试而已。^接任务|[接受]恐怖的天津饭,太可惜了，你比天津饭早一步落地，根据比赛规则你输了。|没关系，输了就是输了。但下次我会战胜他。^还任务|[完成]恐怖的天津饭,你不担心天津饭也和鹤仙人一样使用卑鄙的招数吗？|我相信天津饭与鹤仙人不同，他是真正的武者。^进行中|[进行中]恐怖的天津饭,351250,117070,30000,0,,与|天津饭^战斗坚持5回合,openFB|7@19@330@330@6,去找|裁判^完成任务,clickNPC|NPC22@map8,1,7,-1
114,错失冠军,1,1,1,113,115,1,与龟仙人对话,0,1,与龟仙人对话,与|龟仙人^对话,clickNPC|NPC22@map8,去找|裁判^领取任务,clickNPC|NPC22@map8,[主]错失冠军<br/>与|龟仙人^对话,clickNPC|NPC21@map8,[主]错失冠军<br/>去找|龟仙人^完成任务,clickNPC|NPC21@map8,NPC22@map8,NPC21@map8,clickNPC|NPC21@map8,clickNPC|NPC21@map8,武道会正式落幕，虽然遗憾，但你的表现已经征服了观众。|下次，下次我会取得冠军。^接任务|[接受]错失冠军,不用沮丧，你已经很强大了。|我还需要继续修炼。^还任务|[完成]错失冠军,比赛已经结束了。|我知道了。^进行中|[进行中]错失冠军,351250,117070,30000,0,,与|龟仙人^对话,clickNPC|NPC22@map8,去找|龟仙人^完成任务,clickNPC|NPC21@map8,1,7,-1
